159.851364	-155.66
161.408129	-7.872
162.964893	130.35
164.521658	-5.9537
166.078422	-10.387
167.635187	18.941
169.191951	15.768
170.748716	-11.362
172.305480	-43.994
173.862245	2.6916
175.419009	-56.381
176.975774	71.857
178.532538	37.373
180.089303	-104.17
181.646067	-87.788
183.202832	20.339
184.759596	-23.587
186.316361	-132.1
187.873125	41.726
189.429890	-144.19
190.986654	-112.36
192.543419	-89.859
194.100184	-67.974
195.656948	-37.001
197.213713	-28.207
198.770477	-26.664
200.327242	66.198
201.884006	-42.071
203.440771	-2.6683
204.997535	158.33
206.554300	158.37
208.111064	144.76
209.667829	247.93
211.224593	461.34
212.781358	715.14
214.338122	963.06
215.894887	1220.6
217.451651	1604.6
219.008416	1953.4
220.565180	2476
222.121945	2942.3
223.678709	3121.3
225.235474	2967.6
226.792238	2581
228.349003	2113.5
229.905767	1738.2
231.462532	1283.8
233.019296	1039.6
234.576061	828.47
236.132825	755.01
237.689590	721.56
239.246355	656.67
240.803119	652.77
242.359884	596.17
243.916648	483.17
245.473413	623.71
247.030177	477.62
248.586942	434.48
250.143706	448.27
251.700471	364.89
253.257235	229.24
254.814000	190.17
256.370764	202.95
257.927529	345.27
259.484293	275.31
261.041058	228.16
262.597822	360.15
264.154587	344.46
265.711351	397.69
267.268116	537.09
268.824880	560.27
270.381645	562.73
271.938409	617.34
273.495174	743.76
275.051938	866.66
276.608703	1022.3
278.165467	1112.8
279.722232	1286.4
281.278996	1586.1
282.835761	1951.8
284.392526	2354.3
285.949290	2798.4
287.506055	3272.4
289.062819	3942.3
290.619584	4467.2
292.176348	4802.3
293.733113	4786.1
295.289877	4567.5
296.846642	4253.1
298.403406	3884.6
299.960171	3494.8
301.516935	2893.1
303.073700	2587.8
304.630464	2173.1
306.187229	1855.9
307.743993	1606.7
309.300758	1322.5
310.857522	1036.3
312.414287	921.17
313.971051	943.42
315.527816	814.56
317.084580	698.73
318.641345	529.21
320.198109	451.97
321.754874	508.59
323.311638	442.97
324.868403	364.57
326.425167	310.76
327.981932	242.1
329.538696	166.91
331.095461	182.53
332.652226	338.58
334.208990	64.63
335.765755	166.4
337.322519	113.84
338.879284	.44631
340.436048	86.472
341.992813	118.97
343.549577	76.979
345.106342	68.716
346.663106	-1.4433
348.219871	-24.513
349.776635	51.127
351.333400	245.47
352.890164	37.312
354.446929	107.46
356.003693	131.96
357.560458	107.86
359.117222	118.88
360.673987	146.37
362.230751	139.36
363.787516	144.85
365.344280	285.35
366.901045	460.27
368.457809	196.6
370.014574	264.45
371.571338	255.7
373.128103	298.23
374.684867	359.98
376.241632	383.39
377.798397	397.69
379.355161	403.04
380.911926	363.04
382.468690	526.35
384.025455	428.76
385.582219	586.92
387.138984	536.78
388.695748	580.15
390.252513	716.68
391.809277	747.94
393.366042	811.26
394.922806	1014.5
396.479571	1133.3
398.036335	1208.4
399.593100	1259.9
401.149864	1524.6
402.706629	1895.6
404.263393	2151.4
405.820158	2482.3
407.376922	2748.5
408.933687	2870.9
410.490451	2821.6
412.047216	2578.6
413.603980	2195.1
415.160745	1826.5
416.717509	1553.5
418.274274	1110.3
419.831038	1007.4
421.387803	802.49
422.944568	632.65
424.501332	545.77
426.058097	553.02
427.614861	452.27
429.171626	313.44
430.728390	327.83
432.285155	302.36
433.841919	264.59
435.398684	333.87
436.955448	353.65
438.512213	316.97
440.068977	237.87
441.625742	286.54
443.182506	292.22
444.739271	279.03
446.296035	280.66
447.852800	293.64
449.409564	335.99
450.966329	391.09
452.523093	455.68
454.079858	103.52
455.636622	184.63
457.193387	332.04
458.750151	423
460.306916	405.18
461.863680	271.87
463.420445	264.56
464.977209	348.26
466.533974	384.85
468.090739	406.46
469.647503	399.78
471.204268	378.41
472.761032	376.54
474.317797	421.95
475.874561	505.94
477.431326	609.69
478.988090	678.85
480.544855	582.85
482.101619	539
483.658384	497
485.215148	505.39
486.771913	620.99
488.328677	661.95
489.885442	832.69
491.442206	703.5
492.998971	817.89
494.555735	905.16
496.112500	839.72
497.669264	741
499.226029	693.08
500.782793	711.83
502.339558	751.63
503.896322	801.27
505.453087	782.69
507.009851	685.94
508.566616	679.36
510.123380	672.1
511.680145	613.57
513.236910	593.13
514.793674	624.42
516.350439	523.71
517.907203	494.14
